Brighton Pavilion - Winner	back	Green	1.54	20	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	Green	1.9	20	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	Green	1.91	15	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	Green	1.95	12	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Conservative	3	80	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Conservative	3.5	16	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Labour	1.22	232	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Labour	1.87	45	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Labour	1.93	10	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	Labour	2.98	25	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	Labour	3	22	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	Labour	3.7	34	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Liberal Democrat	4	2	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Liberal Democrat	6	23	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	Liberal Democrat	6.2	10	06/01/2015 17:15:45
Brighton Pavilion - Winner	back	UKIP	3.6	10	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	UKIP	500	10	06/01/2015 17:15:45
Brighton Pavilion - Winner	lay	UKIP	1000	2	06/01/2015 17:15:45
Cambourne and Redruth - Winner	back	Conservative	1.1	994	06/01/2015 17:15:46
Cambourne and Redruth - Winner	lay	Conservative	2.38	15	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	Liberal Democrat	1.2	550	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	Liberal Democrat	3.5	25	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	UKIP	2	232	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	UKIP	2.54	17	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	Labour	3.65	16	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	Mebyon Kernow	3.75	16	06/01/2015 17:15:46
Cambourne and Redruth - Winner	back	Green	3.65	16	06/01/2015 17:15:46
Cardiff North - Winner	back	Conservative	2.02	45	06/01/2015 17:15:46
Cardiff North - Winner	lay	Conservative	95	5	06/01/2015 17:15:46
Cardiff North - Winner	back	Labour	1.01	295	06/01/2015 17:15:46
Cardiff North - Winner	lay	Labour	2.34	25	06/01/2015 17:15:46
Cardiff North - Winner	back	Plaid Cymru	3.5	16	06/01/2015 17:15:46
Cardiff North - Winner	back	UKIP	3.5	16	06/01/2015 17:15:46
Cardiff North - Winner	back	Liberal Democrat	3.5	16	06/01/2015 17:15:46
Cardiff South and Penarth - Winner	lay	Labour	2.5	25	06/01/2015 17:15:46
Cardiff South and Penarth - Winner	back	Conservative	3.5	25	06/01/2015 17:15:46
Cardiff South and Penarth - Winner	back	Liberal Democrat	3.5	25	06/01/2015 17:15:46
Cardiff South and Penarth - Winner	back	Plaid Cymru	3.5	25	06/01/2015 17:15:46
Cardiff South and Penarth - Winner	back	UKIP	3.5	25	06/01/2015 17:15:46
Ceredigion - Winner	back	Liberal Democrat	1.02	295	06/01/2015 17:15:47
Ceredigion - Winner	lay	Liberal Democrat	2.38	25	06/01/2015 17:15:47
Ceredigion - Winner	back	Plaid Cymru	2.02	43	06/01/2015 17:15:47
Ceredigion - Winner	back	Labour	3.5	16	06/01/2015 17:15:47
Ceredigion - Winner	back	Conservative	3.5	16	06/01/2015 17:15:47
Ceredigion - Winner	back	UKIP	3.5	16	06/01/2015 17:15:47
Ceredigion - Winner	back	Green	3.5	16	06/01/2015 17:15:47
Cheadle - Winner	back	Liberal Democrat	1.15	98	06/01/2015 17:15:47
Cheadle - Winner	lay	Liberal Democrat	2.5	25	06/01/2015 17:15:47
Cheadle - Winner	back	Conservative	1.5	50	06/01/2015 17:15:47
Cheadle - Winner	back	Conservative	1.51	95	06/01/2015 17:15:47
Cheadle - Winner	lay	Conservative	4.4	15	06/01/2015 17:15:47
Cheadle - Winner	back	Labour	3.5	16	06/01/2015 17:15:47
Cheadle - Winner	back	UKIP	3.5	16	06/01/2015 17:15:47
Chippenham - Winner	back	Liberal Democrat	2.28	2	06/01/2015 17:15:48
Chippenham - Winner	back	Liberal Democrat	2.3	16	06/01/2015 17:15:48
Chippenham - Winner	lay	Liberal Democrat	5.8	10	06/01/2015 17:15:48
Chippenham - Winner	back	Conservative	1.21	88	06/01/2015 17:15:48
Chippenham - Winner	back	Conservative	1.25	25	06/01/2015 17:15:48
Chippenham - Winner	lay	Conservative	1.92	32	06/01/2015 17:15:48
Chippenham - Winner	back	UKIP	5.1	10	06/01/2015 17:15:48
Chippenham - Winner	back	Labour	2.22	18	06/01/2015 17:15:48
Chippenham - Winner	back	Green	20	2	06/01/2015 17:15:48
Clacton - Winner	back	UKIP	1.01	10	06/01/2015 17:15:48
Clacton - Winner	back	UKIP	1.05	15	06/01/2015 17:15:48
Clacton - Winner	lay	UKIP	1.45	50	06/01/2015 17:15:48
Clacton - Winner	lay	UKIP	1.46	45	06/01/2015 17:15:48
Clacton - Winner	lay	UKIP	1.48	50	06/01/2015 17:15:48
Clacton - Winner	back	Conservative	1.31	20	06/01/2015 17:15:48
Clacton - Winner	back	Conservative	2	10	06/01/2015 17:15:48
Clacton - Winner	back	Conservative	2.5	45	06/01/2015 17:15:48
Clacton - Winner	lay	Conservative	1000	6	06/01/2015 17:15:48
Clacton - Winner	back	Labour	1.01	10	06/01/2015 17:15:48
Clacton - Winner	back	Labour	5.4	15	06/01/2015 17:15:48
Clacton - Winner	back	Liberal Democrat	1.01	10	06/01/2015 17:15:48
Clacton - Winner	back	Liberal Democrat	5.4	15	06/01/2015 17:15:48
Clacton - Winner	back	Green	1.01	10	06/01/2015 17:15:48
Clacton - Winner	back	Green	5.4	15	06/01/2015 17:15:48
East Dunbartonshire - Winner	back	Liberal Democrat	1.25	20	06/01/2015 17:15:49
East Dunbartonshire - Winner	back	Liberal Democrat	2.94	25	06/01/2015 17:15:49
East Dunbartonshire - Winner	back	SNP	2	8	06/01/2015 17:15:49
East Dunbartonshire - Winner	lay	SNP	3.95	10	06/01/2015 17:15:49
East Dunbartonshire - Winner	lay	SNP	4	50	06/01/2015 17:15:49
East Dunbartonshire - Winner	back	Labour	1.55	25	06/01/2015 17:15:49
East Dunbartonshire - Winner	lay	Labour	6.4	10	06/01/2015 17:15:49
East Dunbartonshire - Winner	back	Conservative	10	7	06/01/2015 17:15:49
East Dunbartonshire - Winner	back	UKIP	10	7	06/01/2015 17:15:49
Eastbourne - Winner	back	Liberal Democrat	1.02	100	06/01/2015 17:15:49
Eastbourne - Winner	back	Liberal Democrat	1.05	95	06/01/2015 17:15:49
Eastbourne - Winner	lay	Liberal Democrat	4.5	10	06/01/2015 17:15:49
Eastbourne - Winner	back	Conservative	1.3	6	06/01/2015 17:15:49
Eastbourne - Winner	back	Conservative	1.75	95	06/01/2015 17:15:49
Eastbourne - Winner	lay	Conservative	6.8	10	06/01/2015 17:15:49
Eastbourne - Winner	back	Labour	4.5	16	06/01/2015 17:15:49
Eastbourne - Winner	back	UKIP	4.5	16	06/01/2015 17:15:49
Eastbourne - Winner	back	Green	4.5	16	06/01/2015 17:15:49
Eastleigh - Winner	back	Liberal Democrat	1.01	2	06/01/2015 17:15:49
Eastleigh - Winner	back	Liberal Democrat	1.15	95	06/01/2015 17:15:49
Eastleigh - Winner	lay	Liberal Democrat	2	5	06/01/2015 17:15:49
Eastleigh - Winner	back	UKIP	1.01	2	06/01/2015 17:15:49
Eastleigh - Winner	back	UKIP	2.02	45	06/01/2015 17:15:49
Eastleigh - Winner	lay	UKIP	10	13	06/01/2015 17:15:49
Eastleigh - Winner	lay	UKIP	1000	2	06/01/2015 17:15:49
Eastleigh - Winner	back	Conservative	1.01	2	06/01/2015 17:15:49
Eastleigh - Winner	back	Conservative	2.02	45	06/01/2015 17:15:49
Eastleigh - Winner	lay	Conservative	20	8	06/01/2015 17:15:49
Eastleigh - Winner	back	Labour	1.01	4	06/01/2015 17:15:49
Eastleigh - Winner	back	Labour	3.85	16	06/01/2015 17:15:49
Falkirk - Winner	back	Labour	2	5	06/01/2015 17:15:50
Falkirk - Winner	back	Labour	2.02	10	06/01/2015 17:15:50
Falkirk - Winner	back	Labour	2.12	45	06/01/2015 17:15:50
Falkirk - Winner	lay	Labour	5.8	10	06/01/2015 17:15:50
Falkirk - Winner	lay	Labour	6	2	06/01/2015 17:15:50
Falkirk - Winner	back	SNP	1.02	561	06/01/2015 17:15:50
Falkirk - Winner	back	SNP	1.17	184	06/01/2015 17:15:50
Falkirk - Winner	back	SNP	1.18	123	06/01/2015 17:15:50
Falkirk - Winner	lay	SNP	1.66	77	06/01/2015 17:15:50
Falkirk - Winner	lay	SNP	1.67	75	06/01/2015 17:15:50
Falkirk - Winner	lay	SNP	1.8	100	06/01/2015 17:15:50
Falkirk - Winner	back	Conservative	2.5	6	06/01/2015 17:15:50
Falkirk - Winner	back	Liberal Democrat	2.5	6	06/01/2015 17:15:50
Falkirk - Winner	back	UKIP	2.5	6	06/01/2015 17:15:50
Forest of Dean - Winner	lay	Conservative	1.68	45	06/01/2015 17:15:50
Forest of Dean - Winner	back	UKIP	2.54	25	06/01/2015 17:15:50
Forest of Dean - Winner	back	Labour	4.5	25	06/01/2015 17:15:50
Forest of Dean - Winner	back	Liberal Democrat	4.5	25	06/01/2015 17:15:50
Forest of Dean - Winner	back	Green	5.5	15	06/01/2015 17:15:50
Glasgow Central - Winner	back	Labour	1.02	50	06/01/2015 17:15:50
Glasgow Central - Winner	back	Labour	1.15	75	06/01/2015 17:15:50
Glasgow Central - Winner	lay	Labour	2.38	45	06/01/2015 17:15:50
Glasgow Central - Winner	back	SNP	1.55	43	06/01/2015 17:15:50
Glasgow Central - Winner	lay	SNP	2.98	25	06/01/2015 17:15:50
Glasgow Central - Winner	lay	SNP	3	10	06/01/2015 17:15:50
Glasgow Central - Winner	back	Liberal Democrat	4	2	06/01/2015 17:15:50
Glasgow Central - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:50
Glasgow Central - Winner	back	Conservative	4.5	15	06/01/2015 17:15:50
Glasgow Central - Winner	back	UKIP	4.5	15	06/01/2015 17:15:50
Gordon - Winner	back	Liberal Democrat	4.2	35	06/01/2015 17:15:51
Gordon - Winner	lay	Liberal Democrat	12.5	5	06/01/2015 17:15:51
Gordon - Winner	back	SNP	1.01	998	06/01/2015 17:15:51
Gordon - Winner	back	SNP	1.02	78	06/01/2015 17:15:51
Gordon - Winner	lay	SNP	1.25	200	06/01/2015 17:15:51
Gordon - Winner	lay	SNP	1.48	195	06/01/2015 17:15:51
Gordon - Winner	back	Labour	4.5	15	06/01/2015 17:15:51
Gordon - Winner	back	Conservative	4.5	15	06/01/2015 17:15:51
Gordon - Winner	back	UKIP	4.5	15	06/01/2015 17:15:51
Great Grimsby - Winner	back	Labour	1.1	10	06/01/2015 17:15:51
Great Grimsby - Winner	back	Labour	1.15	75	06/01/2015 17:15:51
Great Grimsby - Winner	lay	Labour	2.72	25	06/01/2015 17:15:51
Great Grimsby - Winner	back	UKIP	2	40	06/01/2015 17:15:51
Great Grimsby - Winner	back	UKIP	2.04	50	06/01/2015 17:15:51
Great Grimsby - Winner	back	UKIP	2.06	25	06/01/2015 17:15:51
Great Grimsby - Winner	lay	UKIP	3.45	25	06/01/2015 17:15:51
Great Grimsby - Winner	lay	UKIP	3.5	4	06/01/2015 17:15:51
Great Grimsby - Winner	back	Conservative	4.5	15	06/01/2015 17:15:51
Great Grimsby - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:51
Great Yarmouth - Winner	back	Conservative	1.01	2	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Conservative	1.65	43	06/01/2015 17:15:52
Great Yarmouth - Winner	lay	Conservative	8.2	12	06/01/2015 17:15:52
Great Yarmouth - Winner	back	UKIP	1.01	2	06/01/2015 17:15:52
Great Yarmouth - Winner	back	UKIP	1.57	47	06/01/2015 17:15:52
Great Yarmouth - Winner	lay	UKIP	7.4	10	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Labour	1.01	2	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Labour	2.02	45	06/01/2015 17:15:52
Great Yarmouth - Winner	lay	Labour	9.6	10	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Liberal Democrat	1.01	2	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Green	1.01	2	06/01/2015 17:15:52
Great Yarmouth - Winner	back	Green	4.5	16	06/01/2015 17:15:52
Halifax - Winner	back	Labour	1.01	495	06/01/2015 17:15:52
Halifax - Winner	back	Labour	1.1	876	06/01/2015 17:15:52
Halifax - Winner	lay	Labour	2.5	25	06/01/2015 17:15:52
Halifax - Winner	back	Conservative	2.02	45	06/01/2015 17:15:52
Halifax - Winner	lay	Conservative	9.2	10	06/01/2015 17:15:52
Halifax - Winner	back	UKIP	4.5	15	06/01/2015 17:15:52
Halifax - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:52
Hampstead and Kilburn - Winner	back	Labour	1.1	886	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Labour	1.16	25	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Labour	1.27	10	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	lay	Labour	1.89	30	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	lay	Labour	2.2	7	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Conservative	1.2	454	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Conservative	1.85	20	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Conservative	2.22	45	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	lay	Conservative	25	5	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	UKIP	4.5	15	06/01/2015 17:15:53
Hampstead and Kilburn - Winner	back	Green	4.5	15	06/01/2015 17:15:53
Hendon - Winner	back	Conservative	2.5	25	06/01/2015 17:15:53
Hendon - Winner	back	Conservative	2.54	25	06/01/2015 17:15:53
Hendon - Winner	lay	Conservative	9.8	10	06/01/2015 17:15:53
Hendon - Winner	back	Labour	1.05	295	06/01/2015 17:15:53
Hendon - Winner	back	Labour	1.1	223	06/01/2015 17:15:53
Hendon - Winner	back	Labour	1.15	398	06/01/2015 17:15:53
Hendon - Winner	lay	Labour	1.33	10	06/01/2015 17:15:53
Hendon - Winner	lay	Labour	2.26	25	06/01/2015 17:15:53
Hendon - Winner	back	UKIP	3.2	25	06/01/2015 17:15:53
Hendon - Winner	back	UKIP	4.5	15	06/01/2015 17:15:53
Hendon - Winner	back	Liberal Democrat	3	25	06/01/2015 17:15:53
Hendon - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:53
Hendon - Winner	back	Green	3	25	06/01/2015 17:15:53
Hendon - Winner	back	Green	4.5	15	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Labour	1.01	295	06/01/2015 17:15:53
Heywood and Middleton - Winner	lay	Labour	1.88	45	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	UKIP	1.01	10	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	UKIP	3	25	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	UKIP	3.5	25	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Conservative	1.01	10	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Conservative	4.5	15	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Liberal Democrat	1.01	10	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Liberal Democrat	4.5	15	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Green	1.01	10	06/01/2015 17:15:53
Heywood and Middleton - Winner	back	Green	4.5	15	06/01/2015 17:15:53
Manchester Withington - Winner	back	Liberal Democrat	1.16	5	06/01/2015 17:15:54
Manchester Withington - Winner	back	Liberal Democrat	1.3	12	06/01/2015 17:15:54
Manchester Withington - Winner	back	Liberal Democrat	2.5	45	06/01/2015 17:15:54
Manchester Withington - Winner	lay	Liberal Democrat	25	5	06/01/2015 17:15:54
Manchester Withington - Winner	back	Labour	1.01	495	06/01/2015 17:15:54
Manchester Withington - Winner	lay	Labour	2.22	25	06/01/2015 17:15:54
Manchester Withington - Winner	back	Conservative	3.15	15	06/01/2015 17:15:54
Manchester Withington - Winner	back	UKIP	3.15	15	06/01/2015 17:15:54
Manchester Withington - Winner	back	Green	3.15	15	06/01/2015 17:15:54
Mid Dorset and North Poole - Winner	back	Liberal Democrat	2.02	45	06/01/2015 17:15:54
Mid Dorset and North Poole - Winner	back	Conservative	1.02	495	06/01/2015 17:15:54
Mid Dorset and North Poole - Winner	lay	Conservative	3.5	15	06/01/2015 17:15:54
Mid Dorset and North Poole - Winner	back	Labour	3.15	15	06/01/2015 17:15:54
Mid Dorset and North Poole - Winner	back	UKIP	4.5	15	06/01/2015 17:15:54
Mid Dorset and North Poole - Winner	lay	UKIP	250	5	06/01/2015 17:15:54
North Warwickshire - Winner	back	Conservative	2.02	45	06/01/2015 17:15:55
North Warwickshire - Winner	back	Labour	1.01	295	06/01/2015 17:15:55
North Warwickshire - Winner	lay	Labour	2.5	15	06/01/2015 17:15:55
North Warwickshire - Winner	back	Liberal Democrat	4.5	10	06/01/2015 17:15:55
North Warwickshire - Winner	back	UKIP	4.5	10	06/01/2015 17:15:55
Norwich South - Winner	back	Liberal Democrat	3.65	15	06/01/2015 17:15:55
Norwich South - Winner	back	Labour	1.01	493	06/01/2015 17:15:55
Norwich South - Winner	back	Labour	1.12	10	06/01/2015 17:15:55
Norwich South - Winner	lay	Labour	1.4	10	06/01/2015 17:15:55
Norwich South - Winner	lay	Labour	2.2	15	06/01/2015 17:15:55
Norwich South - Winner	back	Conservative	3.65	15	06/01/2015 17:15:55
Norwich South - Winner	back	UKIP	3.65	15	06/01/2015 17:15:55
Norwich South - Winner	back	Green	2.2	45	06/01/2015 17:15:55
Portsmouth South - Winner	back	Liberal Democrat	2.02	45	06/01/2015 17:15:55
Portsmouth South - Winner	lay	Liberal Democrat	6.8	15	06/01/2015 17:15:55
Portsmouth South - Winner	back	Conservative	1.55	95	06/01/2015 17:15:55
Portsmouth South - Winner	lay	Conservative	3.5	15	06/01/2015 17:15:55
Portsmouth South - Winner	back	UKIP	2.5	45	06/01/2015 17:15:55
Portsmouth South - Winner	back	Labour	3.15	15	06/01/2015 17:15:55
Portsmouth South - Winner	back	Green	3.15	15	06/01/2015 17:15:55
Rochester and Strood - Winner	back	UKIP	1.77	88	06/01/2015 17:15:56
Rochester and Strood - Winner	back	UKIP	1.85	45	06/01/2015 17:15:56
Rochester and Strood - Winner	back	UKIP	1.86	11	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	UKIP	2.22	20	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	UKIP	2.5	15	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	UKIP	2.88	10	06/01/2015 17:15:56
Rochester and Strood - Winner	back	Conservative	1.64	20	06/01/2015 17:15:56
Rochester and Strood - Winner	back	Conservative	1.67	15	06/01/2015 17:15:56
Rochester and Strood - Winner	back	Conservative	1.7	10	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	Conservative	2.12	45	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	Conservative	2.28	49	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	Conservative	7	100	06/01/2015 17:15:56
Rochester and Strood - Winner	back	Labour	1.01	13	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	Labour	550	4	06/01/2015 17:15:56
Rochester and Strood - Winner	back	Liberal Democrat	1.01	10	06/01/2015 17:15:56
Rochester and Strood - Winner	back	Liberal Democrat	3.15	17	06/01/2015 17:15:56
Rochester and Strood - Winner	lay	Liberal Democrat	1000	2	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Liberal Democrat	1.1	8	06/01/2015 17:15:56
Sheffield Hallam - Winner	lay	Liberal Democrat	1.79	45	06/01/2015 17:15:56
Sheffield Hallam - Winner	lay	Liberal Democrat	1.8	10	06/01/2015 17:15:56
Sheffield Hallam - Winner	lay	Liberal Democrat	1.86	4	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Conservative	3.65	15	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Labour	2.4	5	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Labour	2.46	24	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Labour	2.48	24	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Green	1.01	2	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	Green	3.65	15	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	UKIP	1.01	2	06/01/2015 17:15:56
Sheffield Hallam - Winner	back	UKIP	3.65	15	06/01/2015 17:15:56
Sherwood - Winner	back	Conservative	2.1	45	06/01/2015 17:15:57
Sherwood - Winner	lay	Conservative	9.8	10	06/01/2015 17:15:57
Sherwood - Winner	back	Labour	1.01	295	06/01/2015 17:15:57
Sherwood - Winner	lay	Labour	2.78	15	06/01/2015 17:15:57
Sherwood - Winner	back	Liberal Democrat	3.65	10	06/01/2015 17:15:57
Sherwood - Winner	back	UKIP	3.65	10	06/01/2015 17:15:57
Solihull - Winner	back	Liberal Democrat	2.38	14	06/01/2015 17:15:57
Solihull - Winner	back	Liberal Democrat	2.72	45	06/01/2015 17:15:57
Solihull - Winner	back	Conservative	1.05	195	06/01/2015 17:15:57
Solihull - Winner	lay	Conservative	2.22	45	06/01/2015 17:15:57
Solihull - Winner	back	Labour	3.65	15	06/01/2015 17:15:57
Solihull - Winner	back	UKIP	3.65	15	06/01/2015 17:15:57
Solihull - Winner	back	Green	3.65	15	06/01/2015 17:15:57
Somerton and Frome - Winner	back	Liberal Democrat	2.02	45	06/01/2015 17:15:58
Somerton and Frome - Winner	back	Conservative	1.07	295	06/01/2015 17:15:58
Somerton and Frome - Winner	lay	Conservative	2.5	15	06/01/2015 17:15:58
Somerton and Frome - Winner	back	Labour	3.65	15	06/01/2015 17:15:58
Somerton and Frome - Winner	back	UKIP	3.65	15	06/01/2015 17:15:58
South Thanet - Winner	back	Conservative	1.27	26	06/01/2015 17:15:58
South Thanet - Winner	back	Conservative	1.9	10	06/01/2015 17:15:58
South Thanet - Winner	lay	Conservative	3.5	21	06/01/2015 17:15:58
South Thanet - Winner	lay	Conservative	3.55	14	06/01/2015 17:15:58
South Thanet - Winner	back	UKIP	1.51	25	06/01/2015 17:15:58
South Thanet - Winner	back	UKIP	1.65	10	06/01/2015 17:15:58
South Thanet - Winner	back	UKIP	1.68	66	06/01/2015 17:15:58
South Thanet - Winner	back	Labour	2.22	15	06/01/2015 17:15:58
South Thanet - Winner	back	Labour	2.24	66	06/01/2015 17:15:58
South Thanet - Winner	back	Labour	2.26	10	06/01/2015 17:15:58
South Thanet - Winner	back	Liberal Democrat	3.65	14	06/01/2015 17:15:58
South Thanet - Winner	back	Liberal Democrat	4	66	06/01/2015 17:15:58
South Thanet - Winner	back	Green	3.65	14	06/01/2015 17:15:58
South Thanet - Winner	back	Green	4	66	06/01/2015 17:15:58
Southampton Itchen - Winner	back	Labour	1.15	97	06/01/2015 17:15:58
Southampton Itchen - Winner	lay	Labour	2.88	15	06/01/2015 17:15:58
Southampton Itchen - Winner	back	Conservative	1.2	5	06/01/2015 17:15:58
Southampton Itchen - Winner	back	Conservative	1.21	73	06/01/2015 17:15:58
Southampton Itchen - Winner	lay	Conservative	9.8	2	06/01/2015 17:15:58
Southampton Itchen - Winner	back	Liberal Democrat	3.65	10	06/01/2015 17:15:58
Southampton Itchen - Winner	back	UKIP	3.65	10	06/01/2015 17:15:58
Southampton Itchen - Winner	back	Green	3.65	10	06/01/2015 17:15:58
St Austell and Newquay - Winner	back	Liberal Democrat	2.02	45	06/01/2015 17:15:59
St Austell and Newquay - Winner	back	Conservative	1.3	341	06/01/2015 17:15:59
